"","...1","accuracy","seed","algorithm","dataset","task","SD"
"443",2,81.3084112149533,2,"poissonmbobalanced","musk","image",0
"444",3,80.3738317757009,3,"poissonmbobalanced","musk","image",0
"445",4,83.6448598130841,4,"poissonmbobalanced","musk","image",0
"446",5,82.9439252336449,5,"poissonmbobalanced","musk","image",0
"447",6,78.9719626168224,6,"poissonmbobalanced","musk","image",0
"448",7,79.4392523364486,7,"poissonmbobalanced","musk","image",0
"449",8,79.2056074766355,8,"poissonmbobalanced","musk","image",0
"450",9,80.1401869158878,9,"poissonmbobalanced","musk","image",0
"451",0,54.4392523364486,0,"poisson2","musk","image",0
"452",1,55.8411214953271,1,"poisson2","musk","image",0
"453",2,56.3084112149533,2,"poisson2","musk","image",0
"454",3,61.2149532710281,3,"poisson2","musk","image",0
"455",4,52.803738317757,4,"poisson2","musk","image",0
"456",5,55.1401869158879,5,"poisson2","musk","image",0
"457",6,64.9532710280374,6,"poisson2","musk","image",0
"458",7,61.9158878504673,7,"poisson2","musk","image",0
"459",8,64.018691588785,8,"poisson2","musk","image",0
"460",9,63.5514018691589,9,"poisson2","musk","image",0
"461",0,74.7663551401869,0,"poisson","musk","image",0
"462",1,73.5981308411215,1,"poisson","musk","image",0
"463",2,77.1028037383178,2,"poisson","musk","image",0
"464",3,70.7943925233645,3,"poisson","musk","image",0
"465",4,68.6915887850467,4,"poisson","musk","image",0
"466",5,74.2990654205608,5,"poisson","musk","image",0
"467",6,80.8411214953271,6,"poisson","musk","image",0
"468",7,72.4299065420561,7,"poisson","musk","image",0
"469",8,76.6355140186916,8,"poisson","musk","image",0
"470",9,69.6261682242991,9,"poisson","musk","image",0
"471",0,75.7009345794392,0,"poissonbalanced","musk","image",0
"472",1,69.6261682242991,1,"poissonbalanced","musk","image",0
"473",2,73.5981308411215,2,"poissonbalanced","musk","image",0
"474",3,77.3364485981309,3,"poissonbalanced","musk","image",0
"475",4,73.3644859813084,4,"poissonbalanced","musk","image",0
"476",5,73.3644859813084,5,"poissonbalanced","musk","image",0
"477",6,76.1682242990654,6,"poissonbalanced","musk","image",0
"478",7,68.2242990654206,7,"poissonbalanced","musk","image",0
"479",8,74.0654205607477,8,"poissonbalanced","musk","image",0
"480",9,74.7663551401869,9,"poissonbalanced","musk","image",0
"481",0,68.4579439252336,0,"poissonvolume","musk","image",0
"482",1,71.9626168224299,1,"poissonvolume","musk","image",0
"483",2,64.018691588785,2,"poissonvolume","musk","image",0
"484",3,68.9252336448598,3,"poissonvolume","musk","image",0
"485",4,73.3644859813084,4,"poissonvolume","musk","image",0
"486",5,71.7289719626168,5,"poissonvolume","musk","image",0
"487",6,77.803738317757,6,"poissonvolume","musk","image",0
"488",7,75.4672897196262,7,"poissonvolume","musk","image",0
"489",8,72.196261682243,8,"poissonvolume","musk","image",0
"490",9,69.8598130841121,9,"poissonvolume","musk","image",0
"491",0,79.4392523364486,0,"poissonmbo","musk","image",0
"492",1,79.2056074766355,1,"poissonmbo","musk","image",0
"493",2,76.4018691588785,2,"poissonmbo","musk","image",0
"494",3,78.9719626168224,3,"poissonmbo","musk","image",0
"495",4,80.8411214953271,4,"poissonmbo","musk","image",0
"496",5,76.6355140186916,5,"poissonmbo","musk","image",0
"497",6,79.2056074766355,6,"poissonmbo","musk","image",0
"498",7,78.2710280373832,7,"poissonmbo","musk","image",0
"499",8,78.9719626168224,8,"poissonmbo","musk","image",0
"500",9,79.4392523364486,9,"poissonmbo","musk","image",0
"501",0,69.8598130841121,0,"sparselabelpropagation","musk","image",0
"502",1,77.3364485981309,1,"sparselabelpropagation","musk","image",0
"503",2,75.2336448598131,2,"sparselabelpropagation","musk","image",0
"504",3,75.2336448598131,3,"sparselabelpropagation","musk","image",0
"505",4,76.1682242990654,4,"sparselabelpropagation","musk","image",0
"506",5,79.9065420560748,5,"sparselabelpropagation","musk","image",0
"507",6,76.4018691588785,6,"sparselabelpropagation","musk","image",0
"508",7,78.0373831775701,7,"sparselabelpropagation","musk","image",0
"509",8,79.2056074766355,8,"sparselabelpropagation","musk","image",0
"510",9,77.3364485981309,9,"sparselabelpropagation","musk","image",0
"511",0,80.607476635514,0,"centeredkernel","musk","image",0
"512",1,80.8411214953271,1,"centeredkernel","musk","image",0
"513",2,82.4766355140187,2,"centeredkernel","musk","image",0
"514",3,77.803738317757,3,"centeredkernel","musk","image",0
"515",4,78.9719626168224,4,"centeredkernel","musk","image",0
"516",5,80.8411214953271,5,"centeredkernel","musk","image",0
"517",6,84.1121495327103,6,"centeredkernel","musk","image",0
"518",7,80.1401869158878,7,"centeredkernel","musk","image",0
"519",8,75.9345794392523,8,"centeredkernel","musk","image",0
"520",9,79.6728971962617,9,"centeredkernel","musk","image",0
"521",0,99.9381570810142,0,"laplace","digits","image",0
"522",1,99.8763141620285,1,"laplace","digits","image",0
"523",2,83.982683982684,2,"laplace","digits","image",0
"524",3,99.6907854050711,3,"laplace","digits","image",0
"525",4,99.8144712430427,4,"laplace","digits","image",0
"526",5,99.8763141620285,5,"laplace","digits","image",0
"527",6,99.7526283240569,6,"laplace","digits","image",0
"528",7,99.6907854050711,7,"laplace","digits","image",0
"529",8,99.8763141620285,8,"laplace","digits","image",0
"530",9,99.7526283240569,9,"laplace","digits","image",0
"531",0,99.8144712430427,0,"randomwalk","digits","image",0
"532",1,99.6289424860854,1,"randomwalk","digits","image",0
"533",2,99.5670995670996,2,"randomwalk","digits","image",0
"534",3,99.5052566481138,3,"randomwalk","digits","image",0
"535",4,99.7526283240569,4,"randomwalk","digits","image",0
"536",5,99.6907854050711,5,"randomwalk","digits","image",0
"537",6,99.7526283240569,6,"randomwalk","digits","image",0
"538",7,99.3815708101422,7,"randomwalk","digits","image",0
"539",8,99.5052566481138,8,"randomwalk","digits","image",0
"540",9,99.8144712430427,9,"randomwalk","digits","image",0
"541",0,99.8763141620285,0,"wnll","digits","image",0
"542",1,99.8763141620285,1,"wnll","digits","image",0
"543",2,99.7526283240569,2,"wnll","digits","image",0
"544",3,99.8144712430427,3,"wnll","digits","image",0
"545",4,99.8144712430427,4,"wnll","digits","image",0
"546",5,99.9381570810142,5,"wnll","digits","image",0
"547",6,99.8144712430427,6,"wnll","digits","image",0
"548",7,99.8763141620285,7,"wnll","digits","image",0
"549",8,99.7526283240569,8,"wnll","digits","image",0
"550",9,99.9381570810142,9,"wnll","digits","image",0
"551",0,99.8144712430427,0,"mean_shifted_laplace","digits","image",0
"552",1,99.8144712430427,1,"mean_shifted_laplace","digits","image",0
"553",2,100,2,"mean_shifted_laplace","digits","image",0
"554",3,99.8144712430427,3,"mean_shifted_laplace","digits","image",0
"555",4,99.8763141620285,4,"mean_shifted_laplace","digits","image",0
"556",5,99.8144712430427,5,"mean_shifted_laplace","digits","image",0
"557",6,99.6907854050711,6,"mean_shifted_laplace","digits","image",0
"558",7,99.8763141620285,7,"mean_shifted_laplace","digits","image",0
"559",8,99.8763141620285,8,"mean_shifted_laplace","digits","image",0
"560",9,83.6116264687693,9,"mean_shifted_laplace","digits","image",0
"561",0,99.6289424860854,0,"poissonmbo_old","digits","image",0
"562",1,99.8144712430427,1,"poissonmbo_old","digits","image",0
"563",2,99.5670995670996,2,"poissonmbo_old","digits","image",0
"564",3,99.7526283240569,3,"poissonmbo_old","digits","image",0
"565",4,99.7526283240569,4,"poissonmbo_old","digits","image",0
"566",5,99.6907854050711,5,"poissonmbo_old","digits","image",0
"567",6,99.7526283240569,6,"poissonmbo_old","digits","image",0
"568",7,99.7526283240569,7,"poissonmbo_old","digits","image",0
"569",8,99.5052566481138,8,"poissonmbo_old","digits","image",0
"570",9,99.8144712430427,9,"poissonmbo_old","digits","image",0
"571",0,99.8144712430427,0,"poissonmbobalanced","digits","image",0
"572",1,99.7526283240569,1,"poissonmbobalanced","digits","image",0
"573",2,99.6289424860854,2,"poissonmbobalanced","digits","image",0
"574",3,99.6907854050711,3,"poissonmbobalanced","digits","image",0
"575",4,99.7526283240569,4,"poissonmbobalanced","digits","image",0
"576",5,99.5670995670996,5,"poissonmbobalanced","digits","image",0
"577",6,99.9381570810142,6,"poissonmbobalanced","digits","image",0
"578",7,99.7526283240569,7,"poissonmbobalanced","digits","image",0
"579",8,99.8144712430427,8,"poissonmbobalanced","digits","image",0
"580",9,99.7526283240569,9,"poissonmbobalanced","digits","image",0
"581",0,99.1960420531849,0,"poisson2","digits","image",0
"582",1,99.5670995670996,1,"poisson2","digits","image",0
"583",2,99.2578849721707,2,"poisson2","digits","image",0
"584",3,99.6289424860854,3,"poisson2","digits","image",0
"585",4,99.3815708101422,4,"poisson2","digits","image",0
"586",5,99.5670995670996,5,"poisson2","digits","image",0
"587",6,99.1341991341991,6,"poisson2","digits","image",0
"588",7,99.5052566481138,7,"poisson2","digits","image",0
"589",8,99.0723562152134,8,"poisson2","digits","image",0
"590",9,99.2578849721707,9,"poisson2","digits","image",0
"591",0,99.6907854050711,0,"poisson","digits","image",0
"592",1,99.6289424860854,1,"poisson","digits","image",0
"593",2,99.6289424860854,2,"poisson","digits","image",0
"594",3,99.6289424860854,3,"poisson","digits","image",0
"595",4,99.5052566481138,4,"poisson","digits","image",0
"596",5,99.6289424860854,5,"poisson","digits","image",0
"597",6,99.6289424860854,6,"poisson","digits","image",0
"598",7,99.5670995670996,7,"poisson","digits","image",0
"599",8,99.3815708101422,8,"poisson","digits","image",0
"600",9,99.6289424860854,9,"poisson","digits","image",0
"601",0,99.6289424860854,0,"poissonbalanced","digits","image",0
"602",1,99.8144712430427,1,"poissonbalanced","digits","image",0
"603",2,99.6289424860854,2,"poissonbalanced","digits","image",0
"604",3,99.5670995670996,3,"poissonbalanced","digits","image",0
"605",4,99.6907854050711,4,"poissonbalanced","digits","image",0
"606",5,99.6289424860854,5,"poissonbalanced","digits","image",0
"607",6,99.2578849721707,6,"poissonbalanced","digits","image",0
"608",7,99.6289424860854,7,"poissonbalanced","digits","image",0
"609",8,99.6289424860854,8,"poissonbalanced","digits","image",0
"610",9,99.6907854050711,9,"poissonbalanced","digits","image",0
"611",0,99.6289424860854,0,"poissonvolume","digits","image",0
"612",1,99.5670995670996,1,"poissonvolume","digits","image",0
"613",2,99.5052566481138,2,"poissonvolume","digits","image",0
"614",3,99.5052566481138,3,"poissonvolume","digits","image",0
"615",4,99.6289424860854,4,"poissonvolume","digits","image",0
"616",5,99.5052566481138,5,"poissonvolume","digits","image",0
"617",6,99.6289424860854,6,"poissonvolume","digits","image",0
"618",7,99.6907854050711,7,"poissonvolume","digits","image",0
"619",8,99.3815708101422,8,"poissonvolume","digits","image",0
"620",9,99.5052566481138,9,"poissonvolume","digits","image",0
"621",0,99.7526283240569,0,"poissonmbo","digits","image",0
"622",1,99.5052566481138,1,"poissonmbo","digits","image",0
"623",2,99.8144712430427,2,"poissonmbo","digits","image",0
"624",3,99.7526283240569,3,"poissonmbo","digits","image",0
"625",4,99.6907854050711,4,"poissonmbo","digits","image",0
"626",5,99.8144712430427,5,"poissonmbo","digits","image",0
"627",6,99.6289424860854,6,"poissonmbo","digits","image",0
"628",7,99.8144712430427,7,"poissonmbo","digits","image",0
"629",8,99.7526283240569,8,"poissonmbo","digits","image",0
"630",9,99.6907854050711,9,"poissonmbo","digits","image",0
"631",0,99.6907854050711,0,"sparselabelpropagation","digits","image",0
"632",1,99.6907854050711,1,"sparselabelpropagation","digits","image",0
"633",2,99.6289424860854,2,"sparselabelpropagation","digits","image",0
"634",3,99.5052566481138,3,"sparselabelpropagation","digits","image",0
"635",4,99.8763141620285,4,"sparselabelpropagation","digits","image",0
"636",5,99.7526283240569,5,"sparselabelpropagation","digits","image",0
"637",6,99.7526283240569,6,"sparselabelpropagation","digits","image",0
"638",7,99.6907854050711,7,"sparselabelpropagation","digits","image",0
"639",8,99.7526283240569,8,"sparselabelpropagation","digits","image",0
"640",9,99.6289424860854,9,"sparselabelpropagation","digits","image",0
"641",0,99.9381570810142,0,"centeredkernel","digits","image",0
"642",1,99.8763141620285,1,"centeredkernel","digits","image",0
"643",2,99.6907854050711,2,"centeredkernel","digits","image",0
"644",3,99.7526283240569,3,"centeredkernel","digits","image",0
"645",4,99.6289424860854,4,"centeredkernel","digits","image",0
"646",5,99.8144712430427,5,"centeredkernel","digits","image",0
"647",6,99.6907854050711,6,"centeredkernel","digits","image",0
"648",7,99.6289424860854,7,"centeredkernel","digits","image",0
"649",8,99.6907854050711,8,"centeredkernel","digits","image",0
"650",9,99.6907854050711,9,"centeredkernel","digits","image",0
"651",0,100,0,"laplace","fashionmnist","image",0
"652",1,100,1,"laplace","fashionmnist","image",0
"653",2,100,2,"laplace","fashionmnist","image",0
"654",3,100,3,"laplace","fashionmnist","image",0
"655",4,100,4,"laplace","fashionmnist","image",0
"656",5,100,5,"laplace","fashionmnist","image",0
"657",6,100,6,"laplace","fashionmnist","image",0
"658",7,100,7,"laplace","fashionmnist","image",0
"659",8,100,8,"laplace","fashionmnist","image",0
"660",9,100,9,"laplace","fashionmnist","image",0
"661",0,100,0,"randomwalk","fashionmnist","image",0
"662",1,100,1,"randomwalk","fashionmnist","image",0
"663",2,100,2,"randomwalk","fashionmnist","image",0
"664",3,100,3,"randomwalk","fashionmnist","image",0
"665",4,100,4,"randomwalk","fashionmnist","image",0
"666",5,100,5,"randomwalk","fashionmnist","image",0
"667",6,100,6,"randomwalk","fashionmnist","image",0
"668",7,100,7,"randomwalk","fashionmnist","image",0
"669",8,100,8,"randomwalk","fashionmnist","image",0
"670",9,100,9,"randomwalk","fashionmnist","image",0
"671",0,100,0,"wnll","fashionmnist","image",0
"672",1,100,1,"wnll","fashionmnist","image",0
"673",2,100,2,"wnll","fashionmnist","image",0
"674",3,100,3,"wnll","fashionmnist","image",0
"675",4,100,4,"wnll","fashionmnist","image",0
"676",5,100,5,"wnll","fashionmnist","image",0
"677",6,100,6,"wnll","fashionmnist","image",0
"678",7,100,7,"wnll","fashionmnist","image",0
"679",8,100,8,"wnll","fashionmnist","image",0
"680",9,100,9,"wnll","fashionmnist","image",0
"681",0,100,0,"mean_shifted_laplace","fashionmnist","image",0
"682",1,100,1,"mean_shifted_laplace","fashionmnist","image",0
"683",2,100,2,"mean_shifted_laplace","fashionmnist","image",0
"684",3,100,3,"mean_shifted_laplace","fashionmnist","image",0
"685",4,100,4,"mean_shifted_laplace","fashionmnist","image",0
"686",5,100,5,"mean_shifted_laplace","fashionmnist","image",0
"687",6,100,6,"mean_shifted_laplace","fashionmnist","image",0
"688",7,100,7,"mean_shifted_laplace","fashionmnist","image",0
"689",8,100,8,"mean_shifted_laplace","fashionmnist","image",0
"690",9,100,9,"mean_shifted_laplace","fashionmnist","image",0
"691",0,100,0,"poissonmbo_old","fashionmnist","image",0
"692",1,100,1,"poissonmbo_old","fashionmnist","image",0
"693",2,100,2,"poissonmbo_old","fashionmnist","image",0
"694",3,100,3,"poissonmbo_old","fashionmnist","image",0
"695",4,100,4,"poissonmbo_old","fashionmnist","image",0
"696",5,100,5,"poissonmbo_old","fashionmnist","image",0
"697",6,100,6,"poissonmbo_old","fashionmnist","image",0
"698",7,100,7,"poissonmbo_old","fashionmnist","image",0
"699",8,100,8,"poissonmbo_old","fashionmnist","image",0
"700",9,100,9,"poissonmbo_old","fashionmnist","image",0
"701",0,100,0,"poissonmbobalanced","fashionmnist","image",0
"702",1,100,1,"poissonmbobalanced","fashionmnist","image",0
"703",2,100,2,"poissonmbobalanced","fashionmnist","image",0
"704",3,100,3,"poissonmbobalanced","fashionmnist","image",0
"705",4,100,4,"poissonmbobalanced","fashionmnist","image",0
"706",5,100,5,"poissonmbobalanced","fashionmnist","image",0
"707",6,100,6,"poissonmbobalanced","fashionmnist","image",0
"708",7,100,7,"poissonmbobalanced","fashionmnist","image",0
"709",8,100,8,"poissonmbobalanced","fashionmnist","image",0
"710",9,100,9,"poissonmbobalanced","fashionmnist","image",0
"711",0,100,0,"poisson2","fashionmnist","image",0
"712",1,100,1,"poisson2","fashionmnist","image",0
"713",2,100,2,"poisson2","fashionmnist","image",0
"714",3,100,3,"poisson2","fashionmnist","image",0
"715",4,100,4,"poisson2","fashionmnist","image",0
"716",5,100,5,"poisson2","fashionmnist","image",0
"717",6,100,6,"poisson2","fashionmnist","image",0
"718",7,100,7,"poisson2","fashionmnist","image",0
"719",8,100,8,"poisson2","fashionmnist","image",0
"720",9,100,9,"poisson2","fashionmnist","image",0
"721",0,100,0,"poisson","fashionmnist","image",0
"722",1,100,1,"poisson","fashionmnist","image",0
"723",2,100,2,"poisson","fashionmnist","image",0
"724",3,100,3,"poisson","fashionmnist","image",0
"725",4,100,4,"poisson","fashionmnist","image",0
"726",5,100,5,"poisson","fashionmnist","image",0
"727",6,100,6,"poisson","fashionmnist","image",0
"728",7,100,7,"poisson","fashionmnist","image",0
"729",8,100,8,"poisson","fashionmnist","image",0
"730",9,100,9,"poisson","fashionmnist","image",0
"731",0,100,0,"poissonbalanced","fashionmnist","image",0
"732",1,100,1,"poissonbalanced","fashionmnist","image",0
"733",2,100,2,"poissonbalanced","fashionmnist","image",0
"734",3,100,3,"poissonbalanced","fashionmnist","image",0
"735",4,100,4,"poissonbalanced","fashionmnist","image",0
"736",5,100,5,"poissonbalanced","fashionmnist","image",0
"737",6,100,6,"poissonbalanced","fashionmnist","image",0
"738",7,100,7,"poissonbalanced","fashionmnist","image",0
"739",8,100,8,"poissonbalanced","fashionmnist","image",0
"740",9,100,9,"poissonbalanced","fashionmnist","image",0
"741",0,100,0,"poissonvolume","fashionmnist","image",0
"742",1,100,1,"poissonvolume","fashionmnist","image",0
"743",2,100,2,"poissonvolume","fashionmnist","image",0
"744",3,100,3,"poissonvolume","fashionmnist","image",0
"745",4,100,4,"poissonvolume","fashionmnist","image",0
"746",5,100,5,"poissonvolume","fashionmnist","image",0
"747",6,100,6,"poissonvolume","fashionmnist","image",0
"748",7,100,7,"poissonvolume","fashionmnist","image",0
"749",8,100,8,"poissonvolume","fashionmnist","image",0
